@relation pima_diabetes-weka.filters.unsupervised.attribute.Remove-R9_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A8-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric

@data
-0.034862,-0.017253,-0.011979,-0.013014,0.003998,-0.00443,0.01059,-0.055422
-0.035612,0.03175,-0.039099,0.01382,0.015238,0.021728,-0.022925,0.041194
-0.014481,0.018732,0.001649,-0.013881,0.02028,-0.012902,0.024879,-0.06727
-0.009494,-0.010154,-0.016328,0.003626,0.040994,-0.018923,0.01998,-0.066763
-0.006898,-0.014146,-0.023421,0.035828,-0.03277,-0.028699,0.02046,-0.032616
-0.041558,0.037444,0.00049,-0.025503,-0.001221,0.01099,-0.026055,-0.016739
0.023277,-0.027552,0.010937,-0.002901,-0.008589,0.004883,-0.046717,-0.040152
-0.032811,0.037209,-0.027844,-0.003442,0.023153,0.015953,0.025313,0.022115
-0.008553,-0.004837,0.000235,-0.020894,0.005012,0.000936,0.003905,-0.055469
-0.043897,0.020343,0.034475,0.018389,0.022517,0.010576,0.035975,-0.032482
-0.043111,-0.021848,0.020911,-0.00223,-0.045431,0.009779,-0.060553,-0.039207
-0.023846,-0.04857,0.018506,0.021174,-0.040167,0.00106,-0.091311,-0.030707
0.005051,0.001103,-0.020199,0.030317,-0.055385,0.001122,0.021671,-0.029377
-0.001719,-0.008063,-0.012202,0.003176,0.027239,0.036965,-0.009859,-0.022512
0.000814,-0.041291,-0.018818,0.011421,0.01224,0.029304,-0.053142,0.029698
-0.012535,0.054128,0.009371,0.001377,-0.00522,0.023967,0.02319,-0.040767
0.017028,0.008804,-0.007175,0.023592,0.034505,0.043291,0.018215,-0.029792
-0.028065,-0.031696,-0.007075,-0.001792,0.013541,-0.025037,-0.009826,-0.052062
0.0101,0.009688,-0.002256,0.035462,-0.036924,-0.04466,0.014215,-0.032354
0.033473,-0.064454,-0.00366,-0.101838,-0.061766,0.010601,0.001277,-0.001129
0.00927,0.013061,0.019732,-0.001372,0.019984,0.04406,-0.012174,0.007305
-0.055642,-0.030935,0.067799,0.030445,0.007756,0.006782,0.077784,0.037197
0.02021,0.042869,0.044126,0.003081,0.025114,-0.027333,0.03591,-0.022606
-0.008246,0.000629,0.017918,-0.050753,0.045579,-0.059715,0.03707,0.031027
-0.032512,0.035129,0.044969,0.027733,-0.024676,-0.015369,-0.057067,0.031966
-0.02155,0.049437,-0.018262,-0.036341,0.006226,-0.003636,0.021872,-0.007809
-0.022203,0.026217,0.006501,-0.033428,-0.00784,0.032583,0.0211,0.000228
-0.003064,-0.007839,-0.006974,-0.019034,0.010865,0.006538,0.025489,0.00404
-0.037808,0.029308,-0.002004,-0.008217,0.010831,-0.013515,-0.022053,0.031604
0.010964,-0.010094,-0.000213,-0.027859,0.000667,-0.007857,0.008361,-0.046835
-0.047213,0.005729,-0.004679,-0.005354,0.010924,0.015525,0.02972,0.003649
-0.055084,-0.076438,0.10126,0.006277,-0.001778,0.025112,0.087743,0.033139
-0.031415,0.062672,0.018999,-0.038188,-0.001163,0.019375,0.002866,0.012334
0.063734,0.001301,-0.018089,0.018354,0.032999,0.03748,0.019165,0.063398
-0.028283,-0.03251,-0.017085,0.087258,-0.036611,-0.028069,-0.038155,-0.03317
0.047936,-0.016233,-0.026266,0.009693,0.047077,0.068733,-0.047413,0.007482
0.004784,0.012945,0.022293,0.044269,-0.045203,-0.06166,-0.022956,-0.029654
0.064728,0.005154,-0.022654,-0.035444,0.123123,-0.079379,-0.042341,0.025644
-0.046226,0.03572,0.03675,0.064776,0.00833,-0.035712,-0.008495,0.048175
-0.006568,0.008921,0.014686,0.013299,0.006702,-0.023608,-0.052802,0.060783
-0.012025,0.033519,-0.026178,-0.023579,-0.030232,-0.023688,-0.018102,0.051608
-0.041395,0.039946,-0.012131,-0.000131,0.025784,0.010322,0.019262,0.032481
0.056615,0.044451,-0.042614,0.047351,-0.066026,-0.04466,0.060234,0.026392
-0.032081,0.033906,0.007976,-0.000442,-0.042749,-0.015456,-0.057191,0.019073
-0.003197,-0.014951,0.009245,0.00162,-0.047107,0.033335,0.008845,0.052511
-0.022969,0.031266,0.029283,0.019447,-0.027141,-0.044693,-0.024207,0.028553
0.0341,-0.002816,0.02879,0.013506,-0.0148,-0.032862,0.010711,0.0334
0.007847,0.007546,-0.007564,-0.032327,0.016589,0.019765,-0.003451,-0.038101
-0.033323,-0.001327,-0.028445,0.080197,-0.043604,0.047854,-0.047937,0.008014
-0.033242,-0.096138,-0.029021,0.054234,0.072177,0.022459,-0.002519,0.024221
0.057203,-0.036358,-0.047825,0.067651,-0.084476,0.021384,0.008095,-0.001118
-0.007704,-0.004841,0.03217,-0.006445,0.024027,-0.095931,-0.01955,-0.050038
0.01295,0.025579,0.023643,0.045137,-0.040284,-0.049517,-0.019078,-0.035656
-0.015826,-0.036641,-0.041566,-0.012003,-0.004275,0.011425,0.037732,-0.044279
-0.034579,-0.0427,-0.017815,-0.02642,-0.010982,-0.028797,0.015742,-0.037321
-0.002042,-0.016975,0.05797,-0.008512,0.00478,0.064373,0.019916,-0.013638
-0.021078,0.029746,-0.013633,-0.033719,-0.014824,0.064246,-0.007351,0.003791
-0.02141,-0.007458,-0.063048,-0.013566,0.054844,-0.074808,0.026457,0.026222
-0.035427,-0.022929,-0.049561,-0.019188,0.019905,0.016901,0.029563,0.038338
-0.003398,-0.023485,-0.006576,0.015092,0.023456,-0.009981,-0.018917,-0.057292
0.122745,0.126988,0.049144,0.041412,-0.064372,0.00936,0.015444,-0.041987
-0.008598,-0.010609,0.026123,0.006575,0.031489,0.017788,0.014949,0.000848
-0.012198,0.012155,0.020909,-0.019691,0.014553,-0.017432,-0.009612,-0.062863
-0.008415,0.023647,-0.021068,-0.040767,-0.016228,-0.006927,0.026555,-0.002957
0.024835,0.027514,0.046302,-0.005939,0.052523,0.018021,0.002154,-0.01351
-0.000088,0.005776,-0.036927,0.029157,0.000148,-0.023107,0.067457,0.069969
0.027419,-0.014662,0.018013,0.02152,0.0035,0.022662,-0.069149,-0.052503
-0.046839,-0.045064,0.001329,0.090169,-0.002584,-0.061953,-0.072718,-0.043818
0.01141,-0.022421,-0.016713,-0.013693,0.049271,0.008934,-0.014778,0.01538
-0.008442,0.014616,-0.005866,-0.002027,-0.019095,-0.016014,-0.01718,0.078173
-0.016964,0.006581,-0.003464,-0.016274,-0.015762,0.021539,0.011137,-0.0543
-0.048117,-0.021392,0.105971,0.079564,-0.032709,0.039792,0.047513,0.017958
-0.013359,0.021473,0.033446,0.002682,0.020468,-0.046251,0.020203,-0.013279
0.006691,-0.031989,-0.002499,-0.114142,-0.045253,-0.003524,0.041578,-0.018563
-0.011238,-0.031403,0.019242,0.037752,0.028717,0.015058,-0.003815,-0.032711
0.013396,-0.092375,-0.038427,0.004377,0.033005,-0.00525,-0.025478,-0.039227
-0.020062,-0.015809,0.013481,0.012491,0.024151,0.019157,0.021292,0.005806
0.036968,0.053,-0.013483,0.012222,-0.020463,-0.012852,-0.021177,0.027367
0.08665,0.042703,-0.039699,0.024904,0.02751,-0.048388,0.027499,0.02026
0.028907,-0.077244,-0.032957,-0.092435,-0.072455,-0.049252,0.062123,0.017341
-0.043142,0.019221,0.014363,0.008453,-0.003442,0.009991,0.001153,-0.014784
-0.058385,0.003314,-0.047577,0.006506,-0.006816,0.013395,-0.036791,0.02685
0.0128,0.046894,0.106156,-0.116687,-0.083301,-0.006816,-0.067739,-0.026965
-0.050483,-0.050075,0.058756,-0.020506,-0.009722,0.021365,0.056652,0.012506
-0.01578,-0.011592,0.014062,0.028024,-0.027901,-0.070172,-0.021187,-0.032032
-0.010986,-0.03155,-0.010157,-0.011502,0.02001,0.043385,0.003196,0.022578
-0.040156,-0.045418,0.094791,0.0132,0.011783,0.008904,0.049909,-0.015601
0.009574,0.037097,-0.00877,0.009071,-0.005538,-0.014013,-0.014214,0.010919
-0.023059,-0.016501,-0.01947,-0.017778,-0.018356,-0.042199,-0.065341,0.052082
-0.019931,-0.003561,0.063501,-0.013758,0.017278,0.024338,0.054061,-0.010722
-0.022281,-0.003465,-0.017631,0.014314,-0.018534,0.0039,0.016876,-0.04914
0.009816,-0.046557,0.106669,-0.014581,0.012152,-0.019244,-0.000218,0.048502
0.034663,0.014525,0.033758,0.00038,0.060286,-0.024486,-0.009592,0.028061
0.041219,0.027854,0.00136,0.022739,-0.066805,0.022507,-0.049159,0.01527
-0.023379,0.012902,-0.002584,-0.026939,0.01535,0.021975,0.022277,0.050164
0.019551,0.015664,-0.051829,0.023587,-0.046326,0.005404,0.009738,0.033814
-0.01371,0.025606,-0.028844,0.025205,-0.009948,0.030181,-0.012069,-0.016033
-0.043989,-0.010919,0.002758,-0.010983,0.020386,0.016526,0.031072,0.026243
0.022092,0.041849,0.006665,-0.000441,-0.005797,-0.0231,0.052553,0.02218
-0.021862,0.001261,-0.022001,0.037139,-0.016227,-0.00251,0.011994,0.027088
0.015739,0.006253,-0.044933,0.056784,-0.01495,0.002769,0.051739,-0.046312
-0.020572,0.027915,-0.051755,0.004138,-0.007282,-0.018972,-0.001317,0.043424
-0.017428,-0.00832,0.001564,0.011775,0.029559,0.023603,0.025118,0.006222
-0.007623,0.040576,-0.021557,-0.004468,0.057065,-0.030009,0.006078,-0.019569
-0.007691,0.04149,0.032752,0.009641,0.056404,-0.057838,-0.004161,-0.083043
-0.032226,-0.02474,-0.016245,-0.028343,-0.015653,0.009522,0.015042,-0.045831
-0.004916,0.03413,0.006478,0.009794,0.005016,-0.008341,0.010821,-0.005151
-0.050966,-0.011589,0.022367,0.021455,0.014529,-0.011049,-0.062365,-0.067073
-0.013184,-0.007457,-0.007954,0.009872,0.076049,-0.052156,-0.000207,0.017307
-0.019289,0.000538,0.022577,-0.026763,0.007312,0.029305,0.011525,0.007369
0.067742,0.023817,-0.022601,0.030532,-0.041224,0.020294,0.040169,-0.032868
-0.028114,0.008229,-0.035059,-0.028033,-0.008743,0.000932,-0.015658,0.025083
-0.006783,0.039933,0.013257,0.00872,0.052185,0.01459,0.012488,-0.020243
0.007486,-0.00785,-0.031649,0.013861,-0.041516,0.047359,-0.04976,0.017762
-0.028318,-0.047593,0.002105,-0.010711,0.009438,0.032748,0.016927,-0.007948
0.008834,-0.037934,-0.060947,0.027589,-0.025831,0.001462,0.055032,-0.029049
0.005069,-0.039967,0.002119,0.035663,-0.022396,0.006979,-0.057121,0.061139
-0.01183,-0.01739,0.004242,-0.041959,-0.0149,0.015545,0.006711,0.007078
-0.028183,0.005063,0.011423,-0.023189,0.002755,0.014661,0.027766,-0.014553
0.026,-0.024517,0.003466,0.054015,-0.000371,-0.021422,-0.051848,-0.041832
0.016188,-0.040939,0.034354,0.031263,0.030241,-0.016348,-0.114021,0.042221
-0.014416,0.011847,0.02178,0.03655,-0.040908,0.024151,-0.073393,0.036737
-0.031237,0.007732,-0.068539,0.014858,0.059141,-0.054853,0.009887,0.026681
0.037767,-0.036197,-0.07571,0.000396,0.032483,0.04596,-0.005034,0.048525
-0.000503,-0.010182,0.036691,0.007001,0.019829,-0.056335,0.038385,0.008985
0.023031,0.02322,0.019612,0.002501,-0.045572,-0.061488,0.015828,-0.026619
0.046402,-0.044408,0.007539,-0.010523,0.059047,-0.004026,-0.053267,-0.059021
-0.028681,0.022475,-0.034122,-0.000803,0.022917,-0.01172,0.02295,0.028517
-0.022243,0.040059,-0.00512,-0.029885,0.000495,-0.003568,-0.010499,-0.006675
-0.058446,-0.025205,0.074256,0.046306,0.047243,-0.003554,0.09375,0.043551
0.008636,0.037829,-0.002078,0.006986,-0.007741,-0.054305,-0.039748,0.029423
0.054938,0.016263,-0.024258,0.021353,0.047377,0.016156,0.004992,0.029839
-0.00966,0.060022,-0.0113,0.016084,0.009761,-0.033942,-0.045877,0.031757
0.03687,-0.011871,-0.057007,0.029034,-0.039358,-0.01948,0.08351,-0.02142
-0.028808,-0.033002,-0.040401,0.013617,0.007272,-0.002937,0.029691,-0.051493
0.045672,0.008526,-0.015424,0.065646,-0.037074,-0.09076,0.040536,-0.018357
0.016114,0.009472,-0.016888,-0.037167,0.021283,0.034757,-0.025441,-0.000734
-0.012852,-0.012449,-0.01869,0.003534,-0.001592,-0.085385,-0.04148,0.039477
-0.033589,-0.003979,0.022272,-0.001908,-0.050478,0.016221,-0.048028,-0.040966
-0.00615,0.035046,0.004205,0.040692,-0.090388,0.020187,-0.00164,0.095415
-0.01747,0.01045,-0.035164,-0.015149,0.019238,-0.022425,0.003229,0.00527
-0.026625,0.026576,0.028993,0.001562,-0.004999,0.003366,-0.009551,-0.004547
0.041294,-0.001782,-0.029248,0.001926,-0.036427,-0.018553,0.059179,-0.025038
-0.020266,0.038082,-0.032622,-0.020724,0.016101,0.014535,0.000174,0.002905
